file,line,size,real-size,type,subtype,name,heap?,id,total free,hex address,sum_alloc,actual_sum_alloc
tag_files\tag_groups.cpp,5852,192,276,bs codes,scenario_lights_resource_struct_definition,,h,85,536870912,000000001B936020,30356944,30363832
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_biped_palette_block,,h,86,536870912,000000001B91DC70,30357000,30363972
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_biped_block,,h,87,536870912,000000001B922FB0,30357088,30364144
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_biped_fields_v2,,h,88,536870912,000000001B922230,30357176,30364316
tag_files\tag_groups.cpp,5852,160,244,bs codes,scenario_biped_fields_v1,,h,89,536870912,000000001B93BD70,30357336,30364560
tag_files\tag_groups.cpp,5852,192,276,bs codes,scenario_bipeds_resource_struct_definition,,h,90,536870912,000000001B936260,30357528,30364836
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_equipment_palette_block,,h,91,536870912,000000001B91E670,30357584,30364976
tag_files\tag_groups.cpp,5852,32,116,bs codes,scenario_equipment_datum_struct,,h,92,536870912,0000000000FDA7B0,30357616,30365092
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_equipment_block,,h,93,536870912,000000001B922170,30357704,30365264
tag_files\tag_groups.cpp,5852,88,172,bs codes,scenario_equipment_fields_v2,,h,94,536870912,000000001B9223B0,30357792,30365436
tag_files\tag_groups.cpp,5852,120,204,bs codes,scenario_equipment_fields_v1,,h,95,536870912,000000001B8FD1D0,30357912,30365640
tag_files\tag_groups.cpp,5852,192,276,bs codes,scenario_equipment_resource_struct_definition,,h,96,536870912,000000001B93C8E0,30358104,30365916
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_creature_palette_block,,h,97,536870912,000000001B91E0D0,30358160,30366056
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_creature_block,,h,98,536870912,000000001B91E710,30358216,30366196
tag_files\tag_groups.cpp,5852,192,276,bs codes,scenario_creature_resource_struct_definition,,h,99,536870912,000000001B93CD60,30358408,30366472
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_sound_scenery_palette_block,,h,100,536870912,000000001B91E530,30358464,30366612
tag_files\tag_groups.cpp,5852,80,164,bs codes,sound_scenery_datum_struct,,h,101,536870912,000000001B8F1090,30358544,30366776
tag_files\tag_groups.cpp,5852,72,156,bs codes,scenario_sound_scenery_block,,h,102,536870912,000000001B8F06F0,30358616,30366932
tag_files\tag_groups.cpp,5852,72,156,bs codes,scenario_sound_scenery_fields_v2,,h,103,536870912,000000001B8F1140,30358688,30367088
tag_files\tag_groups.cpp,5852,120,204,bs codes,scenario_sound_scenery_fields_v1,,h,104,536870912,000000001B8FCD70,30358808,30367292
tag_files\tag_groups.cpp,5852,192,276,bs codes,scenario_sound_scenery_resource_struct_definition,,h,105,536870912,000000001B93BFE0,30359000,30367568
tag_files\tag_groups.cpp,5852,72,156,bs codes,editor_comment_block,,h,106,536870912,000000001B8F0900,30359072,30367724
tag_files\tag_groups.cpp,5852,48,132,bs codes,scenario_comments_resource_struct_definition,,h,107,536870912,000000001B914360,30359120,30367856
tag_files\tag_groups.cpp,5852,104,188,bs codes,sound_effect_template_parameter_block,,h,108,536870912,000000001B93DFA0,30359224,30368044
tag_files\tag_groups.cpp,5852,120,204,bs codes,sound_effect_templates_block,,h,109,536870912,000000001B8FC9F0,30359344,30368248
tag_files\tag_groups.cpp,5852,56,140,bs codes,sound_effect_template_additional_sound_input_block,,h,110,536870912,000000001B91E170,30359400,30368388
tag_files\tag_groups.cpp,5852,80,164,bs codes,sound_effect_template_struct_definition,,h,111,536870912,000000001B8F0590,30359480,30368552
tag_files\tag_groups.cpp,5852,32,116,bs codes,stereo_system_struct_definition,,h,112,536870912,0000000000FDA2B0,30359512,30368668
tag_files\tag_groups.cpp,5852,48,132,bs codes,compression_vectors,,h,113,536870912,000000001B914D80,30359560,30368800
tag_files\tag_groups.cpp,5852,32,116,bs codes,mini_lightprobe_terms,,h,114,536870912,0000000000FDA0B0,30359592,30368916
tag_files\tag_groups.cpp,5852,176,260,bs codes,scenario_lightmap_mini_lightprobe_value_struct,,h,115,536870912,000000001B901D30,30359768,30369176
tag_files\tag_groups.cpp,5852,32,116,bs codes,lightprobe_terms,,h,116,536870912,0000000000FDA9B0,30359800,30369292
tag_files\tag_groups.cpp,5852,216,300,bs codes,scenario_lightmap_lightprobe_value,,h,117,536870912,000000001B920190,30360016,30369592
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_lightmap_pervertex_data,,h,118,536870912,000000001B91CAF0,30360072,30369732
tag_files\tag_groups.cpp,5852,40,124,bs codes,scenario_lightmap_cluster_data,,h,119,536870912,000000001B9145A0,30360112,30369856
tag_files\tag_groups.cpp,5852,56,140,bs codes,scenario_lightmap_instance_data,,h,120,536870912,000000001B91D8B0,30360168,30369996
tag_files\tag_groups.cpp,5852,96,180,bs codes,part_block,,h,121,536870912,000000001B923670,30360264,30370176
tag_files\tag_groups.cpp,5852,56,140,bs codes,subpart_block,,h,122,536870912,000000001B91D130,30360320,30370316
tag_files\tag_groups.cpp,5852,32,116,bs codes,vertex_buffer_indices_word_array,,h,123,536870912,0000000000FDA930,30360352,30370432
tag_files\tag_groups.cpp,5852,32,116,bs codes,instance_index_word_block,,h,124,536870912,0000000000FD9AB0,30360384,30370548
tag_files\tag_groups.cpp,5852,64,148,bs codes,global_instance_bucket_block,,h,125,536870912,000000001B91CEB0,30360448,30370696
tag_files\tag_groups.cpp,5852,32,116,bs codes,indices_word_block,,h,126,536870912,0000000000FD9BB0,30360480,30370812
tag_files\tag_groups.cpp,5852,224,308,bs codes,global_mesh_block,,h,127,536870912,000000001B91FC90,30360704,30371120
tag_files\tag_groups.cpp,5852,120,204,bs codes,compression_info_block,,h,128,536870912,000000001B8FD2B0,30360824,30371324
tag_files\tag_groups.cpp,5852,32,116,bs codes,node_indices_array,,h,129,536870912,0000000000FDA330,30360856,30371440
tag_files\tag_groups.cpp,5852,32,116,bs codes,node_weights_implicit_array,,h,130,536870912,0000000000FDA030,30360888,30371556
tag_files\tag_groups.cpp,5852,168,252,bs codes,sorting_position_block,,h,131,536870912,000000001B9029F0,30361056,30371808
tag_files\tag_groups.cpp,5852,48,132,bs codes,global_render_geometry_user_data_header_struct,,h,132,536870912,000000001B914C60,30361104,30371940
tag_files\tag_groups.cpp,5852,80,164,bs codes,user_data_block,,h,133,536870912,000000001B8F04E0,30361184,30372104
tag_files\tag_groups.cpp,5852,32,116,bs codes,node_weights_complete_array,,h,134,536870912,0000000000FD9DB0,30361216,30372220
tag_files\tag_groups.cpp,5852,256,340,bs codes,raw_vertex_block,,h,135,536870912,000000001B93FEA0,30361472,30372560
tag_files\tag_groups.cpp,5852,96,180,bs codes,raw_water_append_block,,h,136,536870912,000000001B9231F0,30361568,30372740
tag_files\tag_groups.cpp,5852,72,156,bs codes,raw_water_block,,h,137,536870912,000000001B9410D0,30361640,30372896
tag_files\tag_groups.cpp,5852,120,204,bs codes,per_mesh_raw_data_block,,h,138,536870912,000000001B8FD630,30361760,30373100
tag_files\tag_groups.cpp,5852,32,116,bs codes,global_geometry_section_strip_index_block,,h,139,536870912,0000000000FD9EB0,30361792,30373216
tag_files\tag_groups.cpp,5852,88,172,bs codes,per_mesh_mopp_block,,h,140,536870912,000000001B923130,30361880,30373388
tag_files\tag_groups.cpp,5852,32,116,bs codes,node_map_byte_block,,h,141,536870912,0000000000FDA130,30361912,30373504
tag_files\tag_groups.cpp,5852,48,132,bs codes,per_mesh_node_map_block,,h,142,536870912,000000001B9134C0,30361960,30373636
tag_files\tag_groups.cpp,5852,48,132,bs codes,per_mesh_subpart_visibility_block,,h,143,536870912,000000001B914000,30362008,30373768
tag_files\tag_groups.cpp,5852,64,148,bs codes,per_instance_prt_data_block,,h,144,536870912,000000001B91CD70,30362072,30373916
tag_files\tag_groups.cpp,5852,88,172,bs codes,per_mesh_prt_data_block,,h,145,536870912,000000001B9238B0,30362160,30374088
tag_files\tag_groups.cpp,5852,64,148,bs codes,per_instance_lightmap_texcoords_block,,h,146,536870912,000000001B91D1D0,30362224,30374236
tag_files\tag_groups.cpp,5852,96,180,bs codes,vertex_buffers_block,,h,147,536870912,000000001B923970,30362320,30374416
tag_files\tag_groups.cpp,5852,88,172,bs codes,index_buffers_block,,h,148,536870912,000000001B922530,30362408,30374588
tag_files\tag_groups.cpp,5852,88,172,bs codes,render_vertex_buffer_descriptor_struct,,h,149,536870912,000000001B921DB0,30362496,30374760
tag_files\tag_groups.cpp,5852,48,132,bs codes,render_vertex_buffer_block,,h,150,536870912,000000001B913B80,30362544,30374892
tag_files\tag_groups.cpp,5852,72,156,bs codes,render_index_buffer_descriptor_struct,,h,151,536870912,000000001B941230,30362616,30375048
tag_files\tag_groups.cpp,5852,48,132,bs codes,render_index_buffer_block,,h,152,536870912,000000001B913820,30362664,30375180
tag_files\tag_groups.cpp,5852,120,204,bs codes,render_geometry_api_resource_definition_struct,,h,153,536870912,000000001B943800,30362784,30375384
tag_files\tag_groups.cpp,5852,288,372,bs codes,global_render_geometry_struct,,h,154,536870912,000000001B944020,30363072,30375756
tag_files\tag_groups.cpp,5852,264,348,bs codes,scenario_lightmap_airprobe_value,,h,155,536870912,000000001B92CA30,30363336,30376104
tag_files\tag_groups.cpp,5852,232,316,bs codes,scenario_lightmap_scenery_probe_value,,h,156,536870912,000000001B9441A0,30363568,30376420
tag_files\tag_groups.cpp,5852,240,324,bs codes,scenario_lightmap_device_machine_probe_value,,h,157,536870912,000000001B9442F0,30363808,30376744
tag_files\tag_groups.cpp,5852,112,196,bs codes,scenario_lightmap_device_machine_probe_data_value,,h,158,536870912,000000001B93E070,30363920,30376940
tag_files\tag_groups.cpp,5852,32,116,bs codes,error_point_node_index_array,,h,159,536870912,0000000000FDA1B0,30363952,30377056
tag_files\tag_groups.cpp,5852,32,116,bs codes,error_point_node_weight_array,,h,160,536870912,0000000000FDB940,30363984,30377172
tag_files\tag_groups.cpp,5852,128,212,bs codes,error_report_point_definition,,h,161,536870912,000000001B943D40,30364112,30377384
tag_files\tag_groups.cpp,5852,80,164,bs codes,error_report_vertices_block,,h,162,536870912,000000001B940D60,30364192,30377548
tag_files\tag_groups.cpp,5852,104,188,bs codes,error_report_vectors_block,,h,163,536870912,000000001B93E890,30364296,30377736
tag_files\tag_groups.cpp,5852,40,124,bs codes,error_report_line_point_array,,h,164,536870912,000000001B914E10,30364336,30377860
tag_files\tag_groups.cpp,5852,96,180,bs codes,error_report_lines_block,,h,165,536870912,000000001B922A70,30364432,30378040
tag_files\tag_groups.cpp,5852,40,124,bs codes,error_report_triangle_point_array,,h,166,536870912,000000001B913EE0,30364472,30378164
tag_files\tag_groups.cpp,5852,96,180,bs codes,error_report_triangles_block,,h,167,536870912,000000001B922CB0,30364568,30378344
tag_files\tag_groups.cpp,5852,40,124,bs codes,error_report_quad_point_array,,h,168,536870912,000000001B913940,30364608,30378468
tag_files\tag_groups.cpp,5852,96,180,bs codes,error_report_quads_block,,h,169,536870912,000000001B923430,30364704,30378648
tag_files\tag_groups.cpp,5852,112,196,bs codes,error_report_comments_block,,h,170,536870912,000000001B93E480,30364816,30378844
tag_files\tag_groups.cpp,5852,344,428,bs codes,error_reports_block,,h,171,536870912,000000001B944440,30365160,30379272
tag_files\tag_groups.cpp,5852,96,180,bs codes,global_error_report_categories_block,,h,172,536870912,000000001B923370,30365256,30379452
tag_files\tag_groups.cpp,5852,360,444,bs codes,scenario_lightmap_bsp_data_block_struct,,h,173,536870912,000000001B944600,30365616,30379896
tag_files\tag_groups.cpp,5852,64,148,bs codes,response_block,,h,174,536870912,000000001B91D270,30365680,30380044
tag_files\tag_groups.cpp,5852,248,332,bs codes,vocalization_definitions_block,,h,175,536870912,000000001B9447D0,30365928,30380376
tag_files\tag_groups.cpp,5852,208,292,bs codes,vocalization_patterns_block,,h,176,536870912,000000001B8FB5C0,30366136,30380668
tag_files\tag_groups.cpp,5852,40,124,bs codes,dialogue_data_block,,h,177,536870912,000000001B914AB0,30366176,30380792
tag_files\tag_groups.cpp,5852,40,124,bs codes,involuntary_data_block,,h,178,536870912,000000001B913040,30366216,30380916
tag_files\tag_groups.cpp,5852,160,244,bs codes,ai_dialogue_globals_struct_definition,,h,179,536870912,000000001B944930,30366376,30381160
tag_files\tag_groups.cpp,5852,56,140,bs codes,style_palette_block,,h,180,536870912,000000001B91E210,30366432,30381300
tag_files\tag_groups.cpp,5852,64,148,bs codes,squad_groups_block,,h,181,536870912,000000001B91D310,30366496,30381448
tag_files\tag_groups.cpp,5852,104,188,bs codes,patrol_point_block,,h,182,536870912,000000001B93E210,30366600,30381636
tag_files\tag_groups.cpp,5852,328,412,bs codes,actor_starting_locations_block,,h,183,536870912,000000001B944A30,30366928,30382048
tag_files\tag_groups.cpp,5852,224,308,bs codes,fire_team_block,,h,184,536870912,000000001B920050,30367152,30382356
tag_files\tag_groups.cpp,5852,128,212,bs codes,squads_struct,,h,185,536870912,000000001B9424C0,30367280,30382568
tag_files\tag_groups.cpp,5852,240,324,bs codes,old_squads_struct,,h,186,536870912,000000001B944BE0,30367520,30382892
tag_files\tag_groups.cpp,5852,136,220,bs codes,firing_positions_block,,h,187,536870912,000000001B900690,30367656,30383112
tag_files\tag_groups.cpp,5852,32,116,bs codes,area_cluster_occupancy_bitvector_array,,h,188,536870912,0000000000FDB3C0,30367688,30383228
tag_files\tag_groups.cpp,5852,56,140,bs codes,flight_reference_block,,h,189,536870912,000000001B91D950,30367744,30383368
tag_files\tag_groups.cpp,5852,184,268,bs codes,areas_block,,h,190,536870912,000000001B93C100,30367928,30383636
tag_files\tag_groups.cpp,5852,104,188,bs codes,zone_block,,h,191,536870912,000000001B93EBD0,30368032,30383824
tag_files\tag_groups.cpp,5852,56,140,bs codes,character_palette_block,,h,192,536870912,000000001B91E850,30368088,30383964
tag_files\tag_groups.cpp,5852,40,124,bs codes,ai_recording_reference_block,,h,193,536870912,000000001B913700,30368128,30384088
tag_files\tag_groups.cpp,5852,104,188,bs codes,cs_point_block,,h,194,536870912,000000001B93E140,30368232,30384276
tag_files\tag_groups.cpp,5852,80,164,bs codes,cs_point_set_block,,h,195,536870912,000000001B940470,30368312,30384440
tag_files\tag_groups.cpp,5852,56,140,bs codes,cs_script_data_block,,h,196,536870912,000000001B91D450,30368368,30384580
tag_files\tag_groups.cpp,5852,64,148,bs codes,zone_set_block,,h,197,536870912,000000001B91D4F0,30368432,30384728
tag_files\tag_groups.cpp,5852,64,148,bs codes,secondary_zone_set_block,,h,198,536870912,000000001B91DBD0,30368496,30384876
tag_files\tag_groups.cpp,5852,48,132,bs codes,trigger_references,,h,199,536870912,000000001B914510,30368544,30385008
tag_files\tag_groups.cpp,5852,64,148,bs codes,secondary_set_trigger_block,,h,200,536870912,000000001B91DD10,30368608,30385156
tag_files\tag_groups.cpp,5852,32,116,bs codes,special_movement_block,,h,201,536870912,0000000000FDB340,30368640,30385272
tag_files\tag_groups.cpp,5852,88,172,bs codes,order_ending_block,,h,202,536870912,000000001B922E30,30368728,30385444
tag_files\tag_groups.cpp,5852,56,140,bs codes,pureform_distribution_block,,h,203,536870912,000000001B91D630,30368784,30385584
tag_files\tag_groups.cpp,5852,248,332,bs codes,orders_block,,h,204,536870912,000000001B944D30,30369032,30385916
tag_files\tag_groups.cpp,5852,112,196,bs codes,order_completion_condition,,h,205,536870912,000000001B93E960,30369144,30386112
tag_files\tag_groups.cpp,5852,80,164,bs codes,triggers_block,,h,206,536870912,000000001B940E10,30369224,30386276
tag_files\tag_groups.cpp,5852,64,148,bs codes,ai_scene_trigger_block,,h,207,536870912,000000001B91D6D0,30369288,30386424
tag_files\tag_groups.cpp,5852,32,116,bs codes,ai_scene_role_variants_block,,h,208,536870912,000000001B945B60,30369320,30386540
tag_files\tag_groups.cpp,5852,72,156,bs codes,ai_scene_role_block,,h,209,536870912,000000001B941390,30369392,30386696
tag_files\tag_groups.cpp,5852,88,172,bs codes,ai_scene_block,,h,210,536870912,000000001B923A30,30369480,30386868
tag_files\tag_groups.cpp,5852,56,140,bs codes,flock_palette_block,,h,211,536870912,000000001B91D590,30369536,30387008
tag_files\tag_groups.cpp,5852,112,196,bs codes,flock_source_block,,h,212,536870912,000000001B93DED0,30369648,30387204
tag_files\tag_groups.cpp,5852,56,140,bs codes,flock_sink_block,,h,213,536870912,000000001B91D9F0,30369704,30387344
tag_files\tag_groups.cpp,5852,200,284,bs codes,flock_instance_block,,h,214,536870912,000000001B8FBE10,30369904,30387628
tag_files\tag_groups.cpp,5852,176,260,bs codes,scenario_trigger_volume_struct,,h,215,536870912,000000001B902B00,30370080,30387888
tag_files\tag_groups.cpp,5852,32,116,bs codes,scenario_trigger_volume_parameter_storage_array,,h,216,536870912,000000001B9466E0,30370112,30388004
tag_files\tag_groups.cpp,5852,96,180,bs codes,scenario_trigger_volume_fields_v0,,h,217,536870912,000000001B922470,30370208,30388184
tag_files\tag_groups.cpp,5852,56,140,bs codes,script_fragment_block,,h,218,536870912,000000001B91DDB0,30370264,30388324
